"One Hint from Phoebus Dokos on Facebook 2017-12-31: ""Most .dot command versions in the BIN directory coming in the TBBLUE distributions are modified from the original ones""
.nextgrab,,SpecNext only,SpecNext only,---,Alcoholics Anonymous (The PC version was written by Jim Bagley).,"As postet 2017-11-11 on: http://board.esxdos.org/viewtopic.php?pid=555#p555 this has be removed at the moment: "".bmp2next & .nextgrab I've removed as the Next has changed its colour scheme to rgb333 from rgb332.  Those programs will still work with the default palette but it can be better so replacements will come later.""",http://board.esxdos.org/viewtopic.php?pid=308#p308,,nextgrab extracts tiles and sprites from a bitmap.
.nextpimidi,,SpecNext only,SpecNext only,---,Jari Komppa (jarikomppa),"Part of Package ""Using USB MIDI with the ZX Sectrum Next (via raspberry pi 0), part 2: sending midi"" / """" from: https://solhsa.com/#SENDINGMIDIDATAONZXSPECTRUMNEXT / Youtube: https://www.youtube.com/watch?v=nRYQnVuJxJ8",,nextpimidi,
.NextPiUI,v1.92D,SpecNext only,SpecNext only,,"D. ""Xalior"" Rimron-Soutter / StalePixels",https://gitlab.com/thesmog358/tbblue/-/blob/master/dot/NextPiUI,https://www.stalepixels.com/categories/nextpi/nextpiui/,NextPiUI,"NextPiUI v0.11 demo: https://www.youtube.com/watch?v=j6N8DSYxB_g

Media Playback with NextPiUI / ""NextPi 0.99E - Media Preview UI"" / ""This time showing you the media playback interface for NextPiUI"":  https://www.youtube.com/watch?v=3UhaXTfah6k

x"
.nextver,v1.0,SpecNext only,"Robin Verhagen-Guest:
""If you want to restrict your NextBASIC program to a particular version then you can use .nextver to query it.
Unfortunately “.nextver h” only sets h to 2.06.
It is likely that Garry will increase the numeric version when there is another formal release, so I would hold off doing your checks until then.""",,Garry Lancaster,https://gitlab.com/thesmog358/tbblue/-/blob/master/dot/NEXTVER,,"NEXTVER v1.0 by Garry Lancaster
Set variable to NextZXOS version

SYNOPSIS:
 .NEXTVER [OPTION]... VARIABLE
OPTIONS:
 -h, --help       Display this help
 -v, --verbose       Display the version
INFO:
Returns 0 if not NextZXOS mod",
.nget,v1.8,SpecNext only,Package manager server and client for the ZX Spectrum Next,,Robin Verhagen-Guest (Threetwosevensixseven),https://github.com/Threetwosevensixseven/nget/blob/master/dot/NGET,https://github.com/Threetwosevensixseven/nget,,
.NTPDATE,,For DivTIESUS interface,DivTIESUS utilities (dot commands for ESXDOS),,Miguel Angel Rodríguez Jódar (mcleod-ideafix),https://github.com/mcleod-ideafix/divtiesus_utils/blob/main/NTPDATE?raw=true,https://github.com/mcleod-ideafix/divtiesus_utils,NTPDATE,"NTPDATE This dot command is a STNP (simple Time Netowork Protocol) client. With no parameters, it queries time.google.com for the current UTC date and time and updates PCF8563 RTC chip registers accordingly. PCF8563 access is done via bit banged I2C protocol. It can accept up to two parameters: a number precedded by + or - changes timezone (e.g. +2 means GMT+2) . An IP address or domain name for a NTP server quries that server instead of time.google.com"
.nxtp,v1.79.3a0609c (Build 08 Feb 2026 18:07:01),SpecNext only,Network neXt Time Protocol Client for ZX Spectrum Next,,Robin Verhagen-Guest (Threetwosevensixseven),https://gitlab.com/thesmog358/tbblue/-/commit/fc845e5424398dec3951d9ad4c92cc1526b931d9,https://gitlab.com/thesmog358/tbblue/-/commits/master,"NXTP
Set date/time from internet

nxtp
Show help

nxtp SERVER PORT [OPTIONS [...]]
Lookup and set current date/time

SERVER
Hostname or IP of time server
List of public servers at:
https://tinyurl.com/nxtpsrv

PORT
Network port of time server

OPTIONS
  -z=TIMEZONECODE
  Your current timezone code
  If omitted, uses UK time
  List of timezone codes at:
  https://tinyurl.com/tznxtp",Older versions on: https://github.com/Threetwosevensixseven/nxtp/releases
.nxtp,v1.69 (08 Apr 2020),SpecNext only,Network neXt Time Protocol Client for ZX Spectrum Next,,Robin Verhagen-Guest (Threetwosevensixseven),https://gitlab.com/thesmog358/tbblue/-/tree/master/dot,https://github.com/Threetwosevensixseven/nxtp/wiki/FAQ,"NXTP
Set date/time from internet

nxtp
Show help

nxtp SERVER PORT [OPTIONS [...]]
Lookup and set current date/time

SERVER
Hostname or IP of time server
List of public servers at:
https://tinyurl.com/nxtpsrv

PORT
Network port of time server

OPTIONS
  -z=TIMEZONECODE
  Your current timezone code
  If omitted, uses UK time
  List of timezone codes at:
  https://tinyurl.com/tznxtp",Older versions on: https://github.com/Threetwosevensixseven/nxtp/releases
.odin,"Version Dev.2h
(Downloaded 2021-12-26 from discord-Channel)",SpecNext only,"Assembler for the ZX Spectrum Next heavily inspired by Zeus.
Installation instructions:
1) Copy ""odin"" to ""/dot""
2) Copy ""odin.gde"" to ""/docs/guides""
3) To run type "".odin"" from the command line",,Matt Davies (and Peter Helcmanovsky (Ped7g)),https://discord.com/invite/Kn33JQkCbz (Pinned at #odin (click on Pin)),https://specnext.dev/blog/2020/07/15/odin-the-expressive-assembler/,odin,Older version on: https://gitlab.com/next-tools/odin/-/releases
.ownrom,,,Seems divIDE/divMMC NMI not working anymore with ROM loaded until Hardreset.,---,Velesoft,http://velesoft.speccy.cz/other/own_roms.zip,,"10 CLEAR 49151
15 REM Line 20 is esxDOS Syntax
16 REM with this you can load
17 REM each file e.g. .bin,
18 REM .txt etc. into memory
20 LOAD *""ROMNAME.ROM"" CODE 49152
30 .ownrom","ZX-Diagnostics running on a DivMMC using .ownrom: https://www.youtube.com/watch?v=wiPi8fVeYN8

Additional info for .OWNROM command from Author Velesoft:
rom images must contain fixed zx rom without rewriting low 16kB. As I know then rom files in ZIP archive need one fix:
after load 48rom image to address 49152 use POKE 52524,23. This poke fix bug in scroll routine (original scroll rewrite part of zx font)"
.partinfo,,,(Filedate: 2018-03-10),ESXDOS 0.8.6 Final,ub880d,http://www.esxdos.org/files/esxdos086.zip,http://board.esxdos.org/viewtopic.php?pid=834#p834,,
.partinfo (Older),,,Patched/Bugfixed version,---,ub880d,http://forum.tlienhard.com/phpBB3/download/file.php?id=6633,http://forum.tlienhard.com/phpBB3/viewtopic.php?f=6&t=2436#p31823,partinfo,"Was temporarily called .partinf2 by author, but, should be named .partinfo"
.partinfo (Older),,,,ESXDOS 0.7.3 Public BETA,,http://www.esxdos.org/files/esxdos073.zip,http://www.esxdos.org/index.html,,Show Partition Information
.ping,v0.2,SpecNext only,,,Miroslav Bursa (perrada69) / Programmed by: Shrek/MB Maniax,https://github.com/perrada69/Ping-for-ZX-Spectrum-Next/releases/tag/0.2,https://github.com/perrada69/Ping-for-ZX-Spectrum-Next,,
.play,,,"Version ""Name your own price"" - as described in column ""Function:"".  An external command for UnoDOS that replaces the PLAY command from 128 BASIC. For example: 10 LET a$=""T180O6(CDEC)(5EF7G)(3GAGF5EC)5Cg7C9CgC"" 20 LET b$=""O4(CDEC)(5EF7G)(3GAGF5EC)5Eb7E9EbE"" 30 LET c$=""O3(7CG)(7CG)(7CG)5GD7G9GDG"" 40 PLAY a$,b$,c$ Requires a 128K Spectrum or an external AY sound interface. ",---,"Source Solutions, Inc. (Aowen)",http://board.esxdos.org/viewtopic.php?id=356,https://zx.itch.io/play,,"The .PLAY command for esxDOS wasn't exactly a huge seller, and with Derby++ it's kind of redundant (except for people who don't want to change their ROMs). So I'm making it available at ""name your own price"". Also, I am happy for it to be included in official esxDOS distributions, providing it is made clear that it's third-party software that is not covered by esxDOS's ""copyleft"" statement. This is not a transferable right and applies only to downloads from esxDOS.org (I need to protect myself from the unscrupulous people who exploit my work for their own profit while seeking to tarnish my reputation)."
.play,,,An external command for UnoDOS (or esxDOS) that replicates the PLAY command from 128 BASIC. Not free! (Sold for 5 US Dollar). Update May 2020: Maybe will be integrated free with esxDOS 0.8.8 package: http://board.esxdos.org/viewtopic.php?pid=987#p987,---,"Source Solutions, Inc. (Aowen)",https://zx.itch.io/play,https://zx.itch.io/play,,"Requires 128k or AY-Interface. Info on alternate MCode Version ""SoftPlay"" on: https://www.worldofspectrum.org/forums/discussion/45259/softplay-use-the-play-command-from-48-basic/p1"
.playay,v0.05,,".ay file player for DivMMC devices running esxdos with 128k of extra memory and from v0.05 for divIDE without the addional memory
Issues and limitations:
Only supports EMUL .ay file type.
Sections of the .ay file that load to ROM are ignored. This shouldn't be a problem as we have the real ROM available for .ay files that rely on ROM data.
Some .ay files can draw to or change the screen. This wasn't an issue with a PC just emulating the Z80 and AY chip as they didn't bother emulating the screen. (Manic Miner)
Some beeper .ay files play until they stop (Sabre Wulf), use a different key to stop playback (Mikie uses ENTER) or can't be stopped once started (The Great Escape).",,bob_fossil,http://www.thefossilrecord.co.uk/wp-content/uploads/zx/playay_005.zip,https://spectrumcomputing.co.uk/forums/viewtopic.php?p=88213#p88213,.playay music.ay,.ay file player for DivMMC devices running esxdos with 128k of extra memory and from v0.05 for divIDE without the addional memory
.playay,v0.03,,".ay file player for DivMMC devices running esxdos with 128k of extra memory.
Issues and limitations:
Only supports EMUL .ay file type.
Sections of the .ay file that load to ROM are ignored. This shouldn't be a problem as we have the real ROM available for .ay files that rely on ROM data.
Some .ay files can draw to or change the screen. This wasn't an issue with a PC just emulating the Z80 and AY chip as they didn't bother emulating the screen. (Manic Miner)
Some beeper .ay files play until they stop (Sabre Wulf), use a different key to stop playback (Mikie uses ENTER) or can't be stopped once started (The Great Escape).",,bob_fossil,http://www.thefossilrecord.co.uk/wp-content/uploads/zx/playay.zip,https://spectrumcomputing.co.uk/forums/viewtopic.php?f=9&t=3580,.playay music.ay,.ay file player for DivMMC devices running esxdos with 128k of extra memory.
.PLAYMID,,,,,Miguel Angel Rodríguez Jódar (mcleod-ideafix),http://svn.zxuno.com/svn/zxuno/software/midi/playmid/PLAYMID,,.playmid,PLAYMID is a dot command to play MIDI Format 0 files using the MIDI out connector in 128K machines.
.playpt3,,,(Filedate: 2018-03-04),ESXDOS 0.8.6 Final,,http://www.esxdos.org/files/esxdos086.zip,http://board.esxdos.org/viewtopic.php?pid=834#p834,,From http://board.esxdos.org/viewtopic.php?pid=834#p834: [07/03/2018] Commands: Added .playpt3 (replaces old command since this one also plays 6 channel tunes)
.playpt3 (Older),,,,ESXDOS 0.8.0 Public BETA,Gasman (Matt Westcott),http://www.esxdos.org/files/esxdos080.zip,http://www.esxdos.org/index.html,playpt3 [pt3file],Play a Protracker 3 music file (.pt3)
.playrmov,,,,---,mcleod_ideafix,"https://sourceforge.net/projects/zesarux/files/Beta_and_Snapshot_versions/ZEsarUX_extras-5.1.zip/download

Also mcleod_ideafix wrote: .playrmov is from the ZX-UNO repository. Source is available there.
http://svn.zxuno.com/svn/zxuno
user: guest
password: zxuno
Directory /software/modo_radastan/videos_radastanianos","Included in bin directory of \ZEsarUX\extras\media\disk_images\tbblue.mmc Image-File
.",playrmov moviefile.rdm,"Plays a video file encoded for the ""Radastan"" video mode."
.playsqt,,,,ESXDOS 0.8.0 Public BETA,Gasman (Matt Westcott),http://www.esxdos.org/files/esxdos080.zip,http://www.esxdos.org/index.html,playsqt [sqtfile],Play an SQ Tracker music file (.sqt)
.playstc,,,,ESXDOS 0.8.0 Public BETA,Gasman (Matt Westcott),http://www.esxdos.org/files/esxdos080.zip,http://www.esxdos.org/index.html,playstc [stcfile],Play a Soundtracker music file (.stc)
.playtfm,,,,ESXDOS 0.8.6 Final,tygrys (Krystian Wlosek) - https://www.pouet.net/user.php?who=15369,http://www.esxdos.org/files/esxdos086.zip,http://board.esxdos.org/viewtopic.php?pid=834#p834,playtfm [file.tfc],
.playwav,,,,ESXDOS 0.8.5 Final,Gasman (Matt Westcott),http://www.esxdos.org/files/esxdos085.zip,http://www.esxdos.org/index.html,playwav [wavfile],"playwav - ESXDOS command for playing .wav audio files
1. Copy the file 'playwav' to the /bin directory of your ESXDOS drive.
2. Copy some .wav files there too - they need to be 44100Hz unsigned 8-bit mono.
   If you have SoX <http://sox.sourceforge.net/> installed, you can convert
   pretty much any audio file into the appropriate format with the command line:
   sox input.wav -u -b 8 -c 1 -r 44100 --norm output.wav
3. Boot up ESXDOS, and run:
        .playwav foo.wav
NB: The .wav files must be fully unfragmented on disk to work correctly..."
.playzxm,,,,,mcleod_ideafix,http://svn.zxuno.com/svn/zxuno/software/playzxm,http://board.esxdos.org/viewtopic.php?pid=774#p774,.PLAYZXM,"(Spectrum 128K). Plays video (just video, not audio) using the standard Spectrum screen. It can play B&W and color videos. Needs 128K (two videorams). Source and examples included.

PLAYZXM and PLYZXM48 are two versions (for 128K and 48K respectively) of a dot command to play ZXM movies. A ZXM movie is just a collection of 6144-byte B/W frames, or a collection of 7168-byte bitmap+attribute frames. For the last case, a 256-byte padding is added at the beginning of each frame to keep all multiple of 512 byte, so each frame uses an integral number of sectors, to help for faster reads. Details about the ZXM format in the source code comments. No special hardware (besides a suitable ESXDOS compatible device) is needed to play the movie files."
.PLYZXM48,,,,,Miguel Angel Rodríguez Jódar (mcleod-ideafix),http://svn.zxuno.com/svn/zxuno/software/playzxm,,.PLYZXM48,"PLAYZXM and PLYZXM48 are two versions (for 128K and 48K respectively) of a dot command to play ZXM movies. A ZXM movie is just a collection of 6144-byte B/W frames, or a collection of 7168-byte bitmap+attribute frames. For the last case, a 256-byte padding is added at the beginning of each frame to keep all multiple of 512 byte, so each frame uses an integral number of sectors, to help for faster reads. Details about the ZXM format in the source code comments. No special hardware (besides a suitable ESXDOS compatible device) is needed to play the movie files."
.qe,v11h2 (Build 20201013),SpecNext only,A port of David Given’s Vi Adjacent editor.,,D. Rimron-Soutter (Xalior),https://github.com/StalePixels/QEtoo,https://www.stalepixels.com/software/qe/,qe,"""Fonts, and Text (editing) + Introducing .QE"" :
https://youtu.be/lScmPy4BA3s"
.readme,v0.1,,"Hint: As written on: https://retrobits.altervista.org/blog/2018/09/more-and-more/ this .readme v0.1 is replaced by .more v0.5 (SpecNext)

.README is a simple text file viewer for the Sinclair ZX Spectrum Next.
Backwards scroll is supported, with some limitations. Percentage of file is shown near file name.

.readme v0.1 seems to run too on Non-SpecNext Hardware",,"Marco Varesio
http://retrobits.altervista.org",http://somebitsofme.altervista.org/misc/spectrum/dotCommands/readme_bin_01.zip,https://retrobits.altervista.org/blog/2017/12/readme-dot-command/,readme [FileName],"Commands:
 ENTER:    show next page
 0/DELETE: show previous page
 SPACE:    exit

If you want to set it as the default text file viewer in NextOS file browser, simply change the following line:
TXT:copy""|""to screen$
to:
TXT:.readme |
in “browser.cfg” file, located in “NEXTOS” directory."
.readspi,,ZX-UNO only,ZX-UNO only,,mcleod_ideafix,http://svn.zxuno.com/svn/zxuno/software/spiflashutils/,http://board.esxdos.org/viewtopic.php?pid=774#p774,,".readspi and .writespi (ZX-UNO only): small utilities to make backup and restore copies of the SPI Flash inside ZX-UNO. Illustrate in a simple way how to open, read and write files in ESXDOS, and how to handle SPI Flash commands."
.recolor,v1.1,SpecNext only,"RECOLOR ULA palette loader
Loads a 512 B .NXP palette into
the ULA first palette.
INK/PAPER/BORDER update at once.",,Miroslav Bursa (perrada69) / Programmed by: Shrek/MB Maniax,https://github.com/perrada69/recolor/archive/refs/tags/1.1.zip,https://github.com/perrada69/recolor,"recolor

Usage:
  .recolor file.nxp
  .recolor ""my palette.nxp""
  .recolor -h

NXP format:
  512 B binary
  0..255   palLo RRRGGGBB
  256..511 palHi bit0 = blue LSB",
.recolor,v1.0,SpecNext only,"RECOLOR ULA palette loader
Loads a 512 B .NXP palette into
the ULA first palette.
INK/PAPER/BORDER update at once.",,Miroslav Bursa (perrada69) / Programmed by: Shrek/MB Maniax,https://github.com/perrada69/recolor/releases/tag/1.0,https://mb-maniax.cz/2026/04/17/recolor/,"recolor

Usage:
  .recolor file.nxp
  .recolor ""my palette.nxp""
  .recolor -h

NXP format:
  512 B binary
  0..255   palLo RRRGGGBB
  256..511 palHi bit0 = blue LSB","

           "
.rm,v0.2,,,,Dr. Slump (=david_ps) (aka David Pesqueira Souto),https://www.dropbox.com/s/tm1dm75q0az04qt/rm?dl=0,http://board.esxdos.org/viewtopic.php?pid=720#p720,"rm v0.2 By Dr. Slump 2018

Usage: rm [OPTIONS]... [FILE]...

Remove the FILE(s)

-f ignore nonexistent files and
   arguments, never prompt
-i prompt before every removal
-r remove directories and their
   contents recursively
-d remove empty directories
-v explain what is being done
-? display this help and exit","New release of dot command, rm, v0.2:
Corrected a bug that did not allow deleting files with hyphens in the name.
Source-Code released on 2023-03-21 at: 
https://github.com/dr-slump-0/esxDOS-NMI-Navigator"
.rm (Older),v0.1,,,,Dr. Slump (=david_ps) (aka David Pesqueira Souto),https://www.dropbox.com/s/b9cna3nwn8286ix/rm_v0.1.zip?dl=0,http://board.esxdos.org/viewtopic.php?pid=581#p581,"rm [OPTIONS]... [FILE]...
Remove the FILE(s)
-f ignore nonexistent files and
   arguments, never prompt
-i prompt before every removal
-r remove directories and their
   contents recursively
-d remove empty directories
-v explain what is being done
-? display this help and exit","Deletes files and directoroes.
Hint: If you have problems, always specify -v to display (error-) messages!"
.run,,,"Design of ""Application Package Format"" by aowen as described here:
http://board.esxdos.org/viewtopic.php?pid=1220#p122
",,"Source Solutions, Inc. (Aowen)","Base64 encoded the command can be found here: http://board.esxdos.org/viewtopic.php?pid=1247#p1247
Example ZXSHOW.PRG (SCREEN$ slideshow app) (to compile yourself with PASMO) can be found here: http://board.esxdos.org/viewtopic.php?pid=1249#p1249",http://board.esxdos.org/viewtopic.php?pid=1220#p1220,"run appname

(Hint: Without parameter the .run-command shows only this: ""Nonsense in ESXDOS, 0:1"")","Info about ""ZXPROG"" (=Example SCREEN$ slideshow app):
Compile the source to ZXSHOW.PRG and put it in: /PROGRAMS/ZXSHOW/PRG/
Put the .SCR files you want to display in: /PROGRAMS/ZXSHOW/RSC/
Launch the app with: .RUN ZXSHOW

Scroll through ZXSHOW to next screen with ""SPACE""-key."
.sc2,,"Xela on Spectrum Computing Forum: ""I think that, first and foremost, .sc2 needs support for Timex graphics mode to work, and only then does it require ULA+ as an additional feature.""
SamC: ""Works on eZX/MB"".",Display MSX1 SC2 screenshot,,Daniel A. Nagy / nagydani,https://spectrumcomputing.co.uk/forums/download/file.php?id=4147,GitHub - nagydani/dot-commands: Dot commands for esxDOS and UnoDOS3 · GitHub,".sc2 [-{tsmh}] source.sc2
-t Timex 20xx mode, no palette
   overrides s and m
-s ZX Spectrum approx. palette
   overrides m
-m MSX1 default palette
Without ULAplus, -t is default","Hint from Leonis:
In general, the SC2 utility supports 3 display options: Times mode (default), Spectrum mode, and a palette close to MSX. When integrating into the ZX Spectrum Next system, you can specify the corresponding keys: -t, -s, -m
Example (add to browser.cfg)
Code: Select all
SC2<cls:.sc2 -m |"
.scandoff,v1.00,SpecNext only,Also works under 48k/128k Personality of Next,---,Luzie,https://forum.tlienhard.com/phpBB3/download/file.php?id=19871,https://forum.tlienhard.com/phpBB3/viewtopic.php?p=69372#p69372,.scandoff,"Without Parameters:
Disables Scandoubler of SpecNext

With (any) Parameter: Displays help-screen"
.scandon,v1.00,SpecNext only,Also works under 48k/128k Personality of Next,---,Luzie,https://forum.tlienhard.com/phpBB3/download/file.php?id=19871,https://forum.tlienhard.com/phpBB3/viewtopic.php?p=69372#p69372,.scandon,"Without Parameters:
Enables Scandoubler of SpecNext

With (any) Parameter: Displays help-screen"
.scl2trd,v1.0.0,,Converts .SCL-Diskimages to .TRD-Diskimages,"Should be in esxDOS 0.8.7 Final, but isn´t yet?!",anihirash (A. Nihirash) (Alexander Sharikhin),https://github.com/nihirash/esxdos-scl2trd-dot/releases/download/1.0.0/SCL2TRD,http://board.esxdos.org/viewtopic.php?pid=1199#p1199,".scl2trd f file.scl -- for full TRD (=write-enabled, full 640k size)
.scl2trd file.scl -- for cutted TRD (=read-only)",There´s also a GUI/.TAP-Version of SCL2TRD - have a look at: https://github.com/nihirash/esxdos-scl2trd/releases
.scrolldn,,,".ASM-Demo: Compiled with SjASMPlus

Old name was: .scrolldwn - renames to shorter: .scrolldn",Not in esxDOS-Release. Just a compiled .ASM-example as demo-file,,http://forum.tlienhard.com/phpBB3/download/file.php?id=6574,http://www.users.globalnet.co.uk/~jg27paw4//pourri/0-surc-contents.htm,Without Parameters,Vertical Downward Character WrapScroll
.scrolldwn (renamed to shorter: .scrolldn),,,".ASM-Demo: Compiled with SjASMPlus
",Not in esxDOS-Release. Just a compiled .ASM-example as demo-file,,http://forum.tlienhard.com/phpBB3/download/file.php?id=6574,http://www.users.globalnet.co.uk/~jg27paw4//pourri/0-surc-contents.htm,Without Parameters,Vertical Downward Character WrapScroll
.sercp,v0.3,,,ESXDOS 0.8.7 Final,Pavel Vymetalek (=pvym),http://www.esxdos.org/files/esxdos087.zip,http://board.esxdos.org/viewtopic.php?pid=1233#p1233,".sercp [params] <filename>
filename: send file
-r      : receive file
-h      : help","Serial copy for ZX128/+2/+2A/+3
Transfer possible: ZX-ZX,PC-ZX
Speed: 38400Bd, 8N1, RTS/CTS
Block size: 16kB RAM C000-FFFF
More info: https://vym.cz/sercp"
.sheet,v0.3,"SpecNext only ""Requires NextZXOS 128k""",Sheet (ZX Spectrum Next Spreadsheet),,Chris Taylor/taylorza,https://taylorza.itch.io/zxnsheet,https://taylorza.itch.io/zxnsheet,.sheet,
.shownxi,v1.1,SpecNext only,SHOWNXI — NXI Viewer Dot Command for ZX Spectrum Next v1.1 Fix for the ZX magenta (bright) display,,Miroslav Bursa (perrada69) / Programmed by: Shrek/MB Maniax,https://github.com/perrada69/shownxi/releases/tag/1.1,"""Facebook-Group ZX Spectrum Next"" on 2026-04-12",".shownxi screen.nxi
.shownxi ""screen.nxi""
.shownxi -h 
=(help)","Miroslav Bursa:
.shownxi
I wrote a new SHOWNXI dot command for the ZX Spectrum Next, mainly because I wanted a simple way to test NXI file export from ZX Pixel Paste and I could not find anything suitable at the time.
It supports both common NXI variants:
    49152 bytes – image only
    49664 bytes – image with embedded palette
Along the way I also had to solve a few tricky details around file size detection, palette handling, and returning cleanly back to BASIC after a key press.
And, to be honest, only later did I discover that showsimg already exists on GitHub. But since I had already written and finished this one, I decided to publish it anyway."
.shownxi,v1.0,SpecNext only,SHOWNXI — NXI Viewer Dot Command for ZX Spectrum Next,,Miroslav Bursa (perrada69) / Programmed by: Shrek/MB Maniax,https://github.com/perrada69/shownxi,"""Facebook-Group ZX Spectrum Next"" on 2026-04-09",".shownxi screen.nxi
.shownxi ""screen.nxi""
.shownxi -h 
=(help)","Miroslav Bursa:
.shownxi
I wrote a new SHOWNXI dot command for the ZX Spectrum Next, mainly because I wanted a simple way to test NXI file export from ZX Pixel Paste and I could not find anything suitable at the time.
It supports both common NXI variants:
    49152 bytes – image only
    49664 bytes – image with embedded palette
Along the way I also had to solve a few tricky details around file size detection, palette handling, and returning cleanly back to BASIC after a key press.
And, to be honest, only later did I discover that showsimg already exists on GitHub. But since I had already written and finished this one, I decided to publish it anyway."
.SIDPLAY,,SpecNext only,"SpecNext only - Never completely released and hardware-implemented into SpecNext. Was just a study in 2017 of what can be made with the SpecNext Hardware. Dating Sept 2019 not further implemented, and there are other solutions on the way for playing .SID-File on the SpecNext via the Raspberry Pi add-on.",,(Maybe Victor Trucco ?),,https://www.facebook.com/groups/specnext/permalink/446917585665567/,.SIDPLAY <filename> to PLAY A SIDDUMP FILE ,Demo-Video on: https://youtu.be/8fusdhM082E
".SNAPload
",v0.3.13,,,ESXDOS 0.8.5 Final,"Code by Baze, port by Phoenix Patched by Velesoft",http://www.esxdos.org/files/esxdos085.zip,http://www.esxdos.org/index.html,".snapload [-l] <file>

-l: load in 48kB mode(LOCK 7FFD)
-u: ignore 48kB LOCK in snapshot

Hold SHIFT during loading snap
jump to user menu where you can
use new features.

You can during loading snapshot hold SHIFT and in menu change state of port 7FFD, hold NMI + press ENTER = start snapshot with jump to FILE BROWSER. Here is possible save snapshot with modified port 7FFD, if you need (after spress key ""s"")","Load Snapshots

Controll in menu:
=================
L=start snap with set lock bit
U=start snap and ignore lock bit
V=start snap with videoram 1
W=start snap with videoram 2
0-7=start snap with ram page 0-7
R=start snap with rom0(128basic)
B=start snap with rom1(48 basic)
SPACE=cancel changes+start snap
ENTER=apply changes +start snap

Border area show 4 color lines:
-line 1 = ram 0-7 as color 0-7
-line 2 = rom  0(black)/1(blue)
-line 3 = vram 0(black)/1(blue)
-line 4 = lock 0(black)/1(red)

Blue flashing border sign 48ram
and 128kB features are disable.
Z80 SNA"
".SNAPload
 (Older)",v0.3,,,ESXDOS 0.8.0 Public BETA,"Code by baze, port by phoenix Patched by Velesoft",http://www.esxdos.org/files/esxdos080.zip,http://www.esxdos.org/index.html,"snapload [-l] <file>
-l: load in 48kB mode
 Z80 SNA",Load Snapshots
".SNAPload
 (Older)",v0.2,,,ESXDOS 0.7.3 Public BETA,"Code by baze, port by phoenix",http://www.esxdos.org/files/esxdos073.zip,http://www.esxdos.org/index.html,"snapload [-l] <file>
-l: lock paging for 48K snaps
 Z80 SNA",Load Snapshots
.SPEAKCZ,v0.1 (Czech version),,,ESXDOS 0.8.5 Final,"Author unknown
Disassembly by Cygnus
ESXDOS port by VELESOFT",http://www.esxdos.org/files/esxdos085.zip,http://www.esxdos.org/index.html,".speakcz ""TEXT""

Accept only upper case chars","SPEAKCZ is command for speak text in Czech pronunciation.
(In future will exist also command SPEAKENG with correct english pronunciation)"
.spui,v0.3.0,SpecNext only,Stale Pixels User Interface tools (aka SPUI),,D. Rimron-Soutter (Xalior),https://github.com/StalePixels/SPUI/releases/tag/v0.3.0,https://www.stalepixels.com/software/spui/,,"Stale Pixels User Interface tools (aka SPUI)
--

Abstract
==
SPUI is a DotCommand for the ZX Spectrum Next. It's primary (sole?) purpose is to make the creation of User Interaction 
flows from NextBASIC (a) easier; (b) less ugly; (c) less effort; (d) consistent.

Quick Start
==
.SPUI -h  will get you the built-in help.

When building GUIs the parameter <TYPE> is compulsory. 

Setup
==
 To prevent unexpected side-effects, unless instructed, you should pre-load Register 0x7F with 0."
.ssx,v1.0,SpecNext only,"Display SAM Coupe SCREEN$ (
.ssx File) SAM Mode 3, Mode 4",---,Robert Morrison,https://github.com/flatduckrecords/ssx/releases/download/v1.0/ssx,https://github.com/flatduckrecords/ssx,".ssx FILESPEC [MODE]
MODES:
 3   SAM Mode 3
 4   SAM Mode 4

The viewer can also be invoked from the command line with .ssx example.ss4. Note that quote marks around the file name are not accepted. To use the viewer in a program use .$, as follows:

10 a$=""example.ss4""
20 .$ ssx a$","Display SAM Coupe SCREEN$ (.ssx File) SAM Mode 3, Mode 4. This DOT-command was an entry in ""White Next Contest"" ( https://www.specnext.com/white-next-contest/ )

Sample Files can be downloaded fom on: 
https://github.com/simonowen/ssxview/blob/main/samples/mode3.ssx?raw=true
and:
https://github.com/simonowen/ssxview/blob/main/samples/mode4.ssx?raw=true"
.strings,v0.1,,,---,"(c) 2016 ub880d
",http://sindik.at/~ub880d/download/article_8/strings,http://sindik.at/~ub880d/2016/10/8-nove-utilitky-pre-esxdos-strings-a-launcher/," strings [-n len] <filename>
  -n: print strings of at least
      len characters instead of
      default 4 (but max 32)",
.strings,v1.0,SpecNext only,SpecNext only (? Completely Untested),,Alcoholics Anonymous,https://github.com/z88dk/z88dk/tree/master/libsrc/_DEVELOPMENT/EXAMPLES/zxn/dot-command/strings,https://github.com/z88dk/z88dk/tree/master/libsrc/_DEVELOPMENT/EXAMPLES/zxn/dot-command/strings,.strings entered on its own at the basic prompt will print help.,"

This utility searches for ascii text strings stored in files. Results can be printed to screen or saved to an output file."
.tap2mic,,,".tap2mic for ESXDOS. Plays a tape file to MIC
It is similar in effect to ZX Spectrum's SAVE command.",,rkd77 / Witold Filipczyk,https://web.archive.org/web/20190921075120/http://nihirash.net/tap2mic,https://github.com/rkd77/tap2mic,.tap2mic file.tap,"It make possible write TAP-image to real tape(plays it to ""MIC"" output)."
